record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,school_id_raw,school_id_clean,school_id_changed_flag,date_raw,date_clean,date_parse_method,date_ambiguous_flag,date_parse_error_flag,grade_raw,grade_clean,teacher_present_raw,teacher_present_clean,teacher_present_is_unknown_flag,is_impossible_attendance,attendance_rate,is_weekend,is_sunday,is_proxy_attendance,data_quality_status
ATT0012828,2026-02-18,SCH0385,Grade 7,182,128,False,,SCH0385,SCH0385,False,18-Feb-26,2026-02-18,TEXT_MONTH,False,False,7,Grade 7,FALSE,False,False,False,70.32967032967034,False,False,False,VALID
ATT0014175,2025-06-15,SCH0213,Grade 4,196,185,True,Headmaster,SCH-0213,SCH0213,True,15-Jun-25,2025-06-15,TEXT_MONTH,False,False,IV,Grade 4,Working,True,False,False,94.38775510204081,True,True,False,VALID
ATT0005035,2025-07-22,SCH0099,Grade 2,174,145,True,Clerk,SCH0099,SCH0099,False,07-22-2025,2025-07-22,DASH_MM_DD_YYYY,False,False,2,Grade 2,Y,True,False,False,83.33333333333334,False,False,False,VALID
ATT0005655,2025-07-21,SCH0289,Grade 2,183,146,True,Clerk,SCH0289,SCH0289,False,21-07-2025,2025-07-21,DASH_DD_MM_YYYY,False,False,2,Grade 2,Available,True,False,False,79.78142076502732,False,False,False,VALID
ATT0014219,2025-04-07,SCH0397,Grade 3,186,153,True,HM,SCH-0397,SCH0397,True,04-07-2025,2025-04-07,DASH_MM_DD_AMBIGUOUS,True,False,3,Grade 3,Working,True,False,False,82.25806451612904,False,False,False,VALID
ATT0018689,2025-10-23,SCH0213,Grade 2,190,157,,Admin,SCH0213,SCH0213,False,23-10-2025,2025-10-23,DASH_DD_MM_YYYY,False,False,II,Grade 2,,,True,False,82.63157894736842,False,False,False,VALID
ATT0011622,2026-03-18,SCH0205,Grade 6,134,89,True,,SCH-0205,SCH0205,True,18-03-2026,2026-03-18,DASH_DD_MM_YYYY,False,False,6,Grade 6,Yes,True,False,False,66.4179104477612,False,False,False,VALID
ATT0018888,2025-09-04,SCH0298,Grade 5,154,140,True,Class Teacher,sch_0298,SCH0298,True,09-04-2025,2025-09-04,DASH_MM_DD_AMBIGUOUS,True,False,V,Grade 5,TRUE,True,False,False,90.9090909090909,False,False,False,VALID
ATT0010713,2025-08-17,SCH0235,Grade 5,299,315,True,Class Teacher,SCH0235,SCH0235,False,17-08-2025,2025-08-17,DASH_DD_MM_YYYY,False,False,V,Grade 5,TRUE,True,False,True,,True,True,False,INVALID_IMPOSSIBLE_ATTENDANCE
ATT0017567,2026-01-24,SCH0059,Grade 4,267,231,True,,SCH0059,SCH0059,False,24-01-2026,2026-01-24,DASH_DD_MM_YYYY,False,False,4,Grade 4,TRUE,True,False,False,86.51685393258427,True,False,False,VALID
ATT0007223,2025-10-29,SCH0381,Grade 8,63,55,True,Class Teacher,SCH0381,SCH0381,False,29-10-2025,2025-10-29,DASH_DD_MM_YYYY,False,False,8,Grade 8,1,True,False,False,87.3015873015873,False,False,False,VALID
ATT0003740,2025-08-25,SCH0131,Grade 1,161,109,True,Class Teacher,SCH0131,SCH0131,False,08-25-2025,2025-08-25,DASH_MM_DD_YYYY,False,False,1,Grade 1,1,True,False,False,67.70186335403726,False,False,False,VALID
ATT0002196,2026-02-25,SCH0470,Grade 5,153,153,True,Class Teacher,SCH-0470,SCH0470,True,25-02-2026,2026-02-25,DASH_DD_MM_YYYY,False,False,V,Grade 5,1,True,False,False,100.0,False,False,False,VALID
ATT0008740,2026-01-01,SCH0596,Grade 2,160,131,True,,sch0596,SCH0596,True,01-01-2026,2026-01-01,DASH_MM_DD_AMBIGUOUS,True,False,II,Grade 2,Y,True,False,False,81.875,False,False,False,VALID
ATT0012217,2025-04-16,SCH0132,Grade 4,51,45,True,Class Teacher,SCH-0132,SCH0132,True,16-04-2025,2025-04-16,DASH_DD_MM_YYYY,False,False,IV,Grade 4,Haan,True,False,False,88.23529411764706,False,False,False,VALID
ATT0014927,2025-05-13,SCH0593,Grade 1,77,65,True,HM,S0593,SCH0593,True,13-May-25,2025-05-13,TEXT_MONTH,False,False,1,Grade 1,haan,True,False,False,84.4155844155844,False,False,False,VALID
ATT0014708,2026-03-07,SCH0371,Grade 4,110,69,True,Clerk,sch_0371,SCH0371,True,03-07-2026,2026-03-07,DASH_MM_DD_AMBIGUOUS,True,False,IV,Grade 4,Haan,True,False,False,62.727272727272734,True,False,False,VALID
ATT0009416,2025-08-11,SCH0345,Grade 9,266,260,True,HM,SCH0345,SCH0345,False,08-11-2025,2025-08-11,DASH_MM_DD_AMBIGUOUS,True,False,9,Grade 9,TRUE,True,False,False,97.74436090225564,False,False,False,VALID
ATT0006308,2025-07-08,SCH0148,Grade 1,197,179,,Admin,SCH0148,SCH0148,False,07-08-2025,2025-07-08,DASH_MM_DD_AMBIGUOUS,True,False,I,Grade 1,,,True,False,90.86294416243655,False,False,False,VALID
ATT0013099,2025-10-09,SCH0194,Grade 8,129,122,True,,SCH0194,SCH0194,False,09-Oct-25,2025-10-09,TEXT_MONTH,False,False,8,Grade 8,TRUE,True,False,False,94.57364341085271,False,False,False,VALID
ATT0019041,2025-04-15,SCH0210,Grade 2,89,65,True,Headmaster,S0210,SCH0210,True,15.04.2025,2025-04-15,DOT_DD_MM_YYYY,False,False,2,Grade 2,Available,True,False,False,73.03370786516854,False,False,False,VALID
ATT0018193,2026-02-24,SCH0486,Grade 7,84,69,False,Clerk,sch0486,SCH0486,True,02-24-2026,2026-02-24,DASH_MM_DD_YYYY,False,False,7,Grade 7,FALSE,False,False,False,82.14285714285714,False,False,False,VALID
ATT0001088,2025-05-16,SCH0038,Grade 6,115,80,True,Clerk,SCH-0038,SCH0038,True,16.05.2025,2025-05-16,DOT_DD_MM_YYYY,False,False,6,Grade 6,TRUE,True,False,False,69.56521739130434,False,False,False,VALID
ATT0013698,2025-07-08,SCH0061,Grade 2,143,126,False,Admin,sch0061,SCH0061,True,07-08-2025,2025-07-08,DASH_MM_DD_AMBIGUOUS,True,False,II,Grade 2,FALSE,False,False,False,88.11188811188812,False,False,False,VALID
ATT0019226,2026-03-19,SCH0507,Grade 6,252,153,True,Clerk,SCH-0507,SCH0507,True,19-Mar-26,2026-03-19,TEXT_MONTH,False,False,6,Grade 6,TRUE,True,False,False,60.71428571428571,False,False,False,VALID
ATT0005763,2025-06-13,SCH0535,Grade 4,139,124,True,HM,SCH-0535,SCH0535,True,13-06-2025,2025-06-13,DASH_DD_MM_YYYY,False,False,IV,Grade 4,TRUE,True,False,False,89.20863309352518,False,False,False,VALID
ATT0008627,2025-11-20,SCH0042,Grade 3,236,162,True,Admin,sch_0042,SCH0042,True,20-11-2025,2025-11-20,DASH_DD_MM_YYYY,False,False,3,Grade 3,TRUE,True,False,False,68.64406779661016,False,False,False,VALID
ATT0016608,2025-06-16,SCH0539,Grade 4,270,163,True,HM,SCH-0539,SCH0539,True,06-16-2025,2025-06-16,DASH_MM_DD_YYYY,False,False,4,Grade 4,TRUE,True,False,False,60.370370370370374,False,False,False,VALID
ATT0016748,2025-05-13,SCH0550,Grade 8,257,249,True,Headmaster,550,SCH0550,True,13-05-2025,2025-05-13,DASH_DD_MM_YYYY,False,False,8,Grade 8,H,True,False,False,96.88715953307393,False,False,False,VALID
ATT0014371,2026-01-14,SCH0351,Grade 7,293,198,True,HM,SCH-0351,SCH0351,True,01-14-2026,2026-01-14,DASH_MM_DD_YYYY,False,False,7,Grade 7,TRUE,True,False,False,67.57679180887372,False,False,False,VALID
ATT0006789,2025-05-21,SCH0537,Grade 10,238,196,True,HM,SCH0537,SCH0537,False,21-05-2025,2025-05-21,DASH_DD_MM_YYYY,False,False,10,Grade 10,Hai,True,False,False,82.35294117647058,False,False,False,VALID
ATT0019295,2026-02-19,SCH0256,Grade 3,76,73,True,Clerk,SCH0256,SCH0256,False,19-02-2026,2026-02-19,DASH_DD_MM_YYYY,False,False,3,Grade 3,1,True,False,False,96.05263157894737,False,False,False,VALID
ATT0015631,2026-02-26,SCH0527,Grade 6,250,201,True,,sch0527,SCH0527,True,26.02.2026,2026-02-26,DOT_DD_MM_YYYY,False,False,6,Grade 6,TRUE,True,False,False,80.4,False,False,False,VALID
ATT0003352,2025-06-24,SCH0558,Grade 4,177,109,True,Clerk,sch_0558,SCH0558,True,24.06.2025,2025-06-24,DOT_DD_MM_YYYY,False,False,4,Grade 4,TRUE,True,False,False,61.5819209039548,False,False,False,VALID
ATT0013112,2026-03-27,SCH0014,Grade 4,184,122,True,Clerk,SCH0014,SCH0014,False,27-Mar-26,2026-03-27,TEXT_MONTH,False,False,4,Grade 4,Hai,True,False,False,66.30434782608695,False,False,False,VALID
ATT0000342,2026-03-23,SCH0024,Grade 4,233,204,True,Class Teacher,S0024,SCH0024,True,23-03-2026,2026-03-23,DASH_DD_MM_YYYY,False,False,IV,Grade 4,Hai,True,False,False,87.55364806866953,False,False,False,VALID
ATT0002381,2025-06-12,SCH0012,Grade 1,78,47,True,Clerk,SCH0012,SCH0012,False,06-12-2025,2025-06-12,DASH_MM_DD_AMBIGUOUS,True,False,1,Grade 1,1,True,False,False,60.256410256410255,False,False,False,VALID
ATT0014806,2025-04-07,SCH0437,Grade 9,114,72,True,HM,SCH0437,SCH0437,False,07-Apr-25,2025-04-07,TEXT_MONTH,False,False,9,Grade 9,Yes,True,False,False,63.1578947368421,False,False,False,VALID
ATT0014906,2026-02-08,SCH0488,Grade 1,174,168,True,Admin,SCH-0488,SCH0488,True,08.02.2026,2026-02-08,DOT_DD_MM_AMBIGUOUS,True,False,I,Grade 1,Y,True,False,False,96.55172413793103,True,True,False,VALID
ATT0017596,2025-06-23,SCH0317,Grade 2,259,250,True,Admin,SCH0317,SCH0317,False,23-Jun-25,2025-06-23,TEXT_MONTH,False,False,2,Grade 2,Yes,True,False,False,96.52509652509652,False,False,False,VALID
ATT0008727,2026-02-24,SCH0024,Grade 7,138,86,False,,S0024,SCH0024,True,24.02.2026,2026-02-24,DOT_DD_MM_YYYY,False,False,7,Grade 7,FALSE,False,False,False,62.31884057971014,False,False,False,VALID
ATT0016450,2026-03-22,SCH0596,Grade 3,236,236,True,Class Teacher,sch0596,SCH0596,True,22-03-2026,2026-03-22,DASH_DD_MM_YYYY,False,False,3,Grade 3,haan,True,False,False,100.0,True,True,True,ANOMALY_PROXY_SUNDAY
ATT0002306,2025-11-10,SCH0271,Grade 3,45,41,False,HM,SCH0271,SCH0271,False,11-10-2025,2025-11-10,DASH_MM_DD_AMBIGUOUS,True,False,III,Grade 3,FALSE,False,False,False,91.11111111111111,False,False,False,VALID
ATT0012052,2026-02-06,SCH0367,Grade 4,289,188,True,Class Teacher,SCH0367,SCH0367,False,02-06-2026,2026-02-06,DASH_MM_DD_AMBIGUOUS,True,False,4,Grade 4,1,True,False,False,65.05190311418684,False,False,False,VALID
ATT0003480,2025-05-20,SCH0295,Grade 3,147,97,True,Clerk,S0295,SCH0295,True,05-20-2025,2025-05-20,DASH_MM_DD_YYYY,False,False,III,Grade 3,TRUE,True,False,False,65.98639455782312,False,False,False,VALID
ATT0009137,2026-02-17,SCH0139,Grade 1,173,152,False,Clerk,SCH0139,SCH0139,False,17-02-2026,2026-02-17,DASH_DD_MM_YYYY,False,False,1,Grade 1,Nahi hai,False,False,False,87.86127167630057,False,False,False,VALID
ATT0007525,2025-12-13,SCH0206,Grade 9,261,188,True,,SCH0206,SCH0206,False,13-Dec-25,2025-12-13,TEXT_MONTH,False,False,9,Grade 9,TRUE,True,False,False,72.03065134099617,True,False,False,VALID
ATT0010353,2025-12-06,SCH0289,Grade 3,131,82,True,,SCH0289,SCH0289,False,12-06-2025,2025-12-06,DASH_MM_DD_AMBIGUOUS,True,False,3,Grade 3,TRUE,True,False,False,62.59541984732825,True,False,False,VALID
ATT0012107,2025-04-13,SCH0172,Grade 1,214,214,True,Class Teacher,sch_0172,SCH0172,True,13-04-2025,2025-04-13,DASH_DD_MM_YYYY,False,False,I,Grade 1,Yes,True,False,False,100.0,True,True,True,ANOMALY_PROXY_SUNDAY
ATT0015379,2025-12-05,SCH0246,Grade 4,84,80,True,Admin,246,SCH0246,True,12-05-2025,2025-12-05,DASH_MM_DD_AMBIGUOUS,True,False,4,Grade 4,TRUE,True,False,False,95.23809523809523,False,False,False,VALID
ATT0019606,2025-05-08,SCH0392,Grade 10,55,42,True,,SCH0392,SCH0392,False,05-08-2025,2025-05-08,DASH_MM_DD_AMBIGUOUS,True,False,10,Grade 10,TRUE,True,False,False,76.36363636363637,False,False,False,VALID
ATT0016832,2025-11-18,SCH0031,Grade 10,61,40,True,Clerk,sch0031,SCH0031,True,18-11-2025,2025-11-18,DASH_DD_MM_YYYY,False,False,10,Grade 10,Haan,True,False,False,65.57377049180327,False,False,False,VALID
ATT0013190,2025-09-19,SCH0450,Grade 1,156,156,True,Clerk,SCH-0450,SCH0450,True,19.09.2025,2025-09-19,DOT_DD_MM_YYYY,False,False,I,Grade 1,TRUE,True,False,False,100.0,False,False,False,VALID
ATT0003799,2026-01-11,SCH0225,Grade 1,92,104,True,Clerk,SCH0225,SCH0225,False,11.01.2026,2026-01-11,DOT_DD_MM_AMBIGUOUS,True,False,I,Grade 1,1,True,False,True,,True,True,False,INVALID_IMPOSSIBLE_ATTENDANCE
ATT0015816,2025-05-04,SCH0380,Grade 8,187,187,True,Class Teacher,380,SCH0380,True,04-May-25,2025-05-04,TEXT_MONTH,False,False,8,Grade 8,TRUE,True,False,False,100.0,True,True,True,ANOMALY_PROXY_SUNDAY
ATT0019080,2025-07-23,SCH0107,Grade 5,190,179,True,Headmaster,S0107,SCH0107,True,23-07-2025,2025-07-23,DASH_DD_MM_YYYY,False,False,5,Grade 5,TRUE,True,False,False,94.21052631578948,False,False,False,VALID
ATT0016929,2025-09-09,SCH0038,Grade 3,279,227,True,Clerk,SCH-0038,SCH0038,True,09.09.2025,2025-09-09,DOT_DD_MM_AMBIGUOUS,True,False,III,Grade 3,TRUE,True,False,False,81.36200716845879,False,False,False,VALID
ATT0003669,2025-11-24,SCH0048,Grade 5,299,244,True,Headmaster,SCH0048,SCH0048,False,24-11-2025,2025-11-24,DASH_DD_MM_YYYY,False,False,5,Grade 5,Hai,True,False,False,81.60535117056857,False,False,False,VALID
ATT0018433,2025-08-09,SCH0452,Grade 4,134,93,True,HM,SCH0452,SCH0452,False,08-09-2025,2025-08-09,DASH_MM_DD_AMBIGUOUS,True,False,4,Grade 4,TRUE,True,False,False,69.40298507462687,True,False,False,VALID
ATT0006326,2025-11-21,SCH0366,Grade 3,63,58,True,HM,366,SCH0366,True,21.11.2025,2025-11-21,DOT_DD_MM_YYYY,False,False,3,Grade 3,haan,True,False,False,92.06349206349206,False,False,False,VALID
ATT0013584,2025-11-30,SCH0068,Grade 4,64,64,True,,SCH0068,SCH0068,False,11-30-2025,2025-11-30,DASH_MM_DD_YYYY,False,False,IV,Grade 4,Available,True,False,False,100.0,True,True,True,ANOMALY_PROXY_SUNDAY
ATT0000134,2026-02-26,SCH0036,Grade 5,83,50,True,Headmaster,sch_0036,SCH0036,True,26-02-2026,2026-02-26,DASH_DD_MM_YYYY,False,False,5,Grade 5,H,True,False,False,60.24096385542169,False,False,False,VALID
ATT0013830,2026-02-07,SCH0124,Grade 5,197,152,False,Headmaster,SCH0124,SCH0124,False,02-07-2026,2026-02-07,DASH_MM_DD_AMBIGUOUS,True,False,V,Grade 5,FALSE,False,False,False,77.15736040609137,True,False,False,VALID
ATT0013856,2025-04-21,SCH0448,Grade 8,177,138,,HM,sch_0448,SCH0448,True,21.04.2025,2025-04-21,DOT_DD_MM_YYYY,False,False,8,Grade 8,,,True,False,77.96610169491525,False,False,False,VALID
ATT0003779,2025-04-25,SCH0040,Grade 2,129,91,False,Class Teacher,S0040,SCH0040,True,25.04.2025,2025-04-25,DOT_DD_MM_YYYY,False,False,II,Grade 2,Kharab,False,False,False,70.54263565891473,False,False,False,VALID
ATT0000386,2025-04-16,SCH0105,Grade 2,132,119,True,Headmaster,S0105,SCH0105,True,16-04-2025,2025-04-16,DASH_DD_MM_YYYY,False,False,2,Grade 2,Y,True,False,False,90.15151515151516,False,False,False,VALID
